Shift_Point1,Shift_Point2,Toward_Point,Actual_Coord,RSSI,Normalized1,Normalized2,Normalized3,Best_Shift,Best_coord,Best_accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy
E,A,C,"[1.4, 5.1]","[-48, -70, -68, -71, -72, -74]","{0.786: [0.304, 0.591, 0.015, 0.42, 0.108, 0.396]}","{0.293: [0.368, 0.041, 0.308, 0.113, 0.217, 0.028]}","{0.241: [0.442, 0.029, 0.042, 0.109, 0.108, 0.138]}",3,"(5.3, 3.9)",4.08,0,"(5.0, 3.0)",4.168,1,"(5.1, 3.3)",4.115,2,"(5.2, 3.6)",4.085,3,"(5.3, 3.9)",4.08,4,"(5.4, 4.2)",4.1,5,"(5.5, 4.5)",4.144,6,"(5.6, 4.8)",4.211,7,"(5.7, 5.1)",4.3,8,"(5.8, 5.4)",4.41,9,"(5.9, 5.7)",4.54
E,A,B,"[0.2, 3.1]","[-64, -67, -69, -75, -73, -82]","{0.844: [0.072, 0.523, 0.03, 0.5, 0.123, 0.547]}","{0.505: [0.684, 0.056, 0.104, 0.014, 0.12, 0.093]}","{0.205: [0.158, 0.082, 0.327, 0.062, 0.207, 0.139]}",0,"(3.0, 1.0)",3.5,0,"(3.0, 1.0)",3.5,1,"(3.3, 0.9)",3.801,2,"(3.6, 0.8)",4.105,3,"(3.9, 0.7)",4.41,4,"(4.2, 0.6)",4.717,5,"(4.5, 0.5)",5.025,6,"(4.8, 0.4)",5.334,7,"(5.1, 0.3)",5.644,8,"(5.4, 0.2)",5.954,9,"(5.7, 0.1)",6.265
E,A,B,"[1.8, 4.8]","[-57, -72, -66, -73, -73, -72]","{0.789: [0.174, 0.636, 0.015, 0.46, 0.123, 0.358]}","{0.286: [0.5, 0.014, 0.143, 0.014, 0.12, 0.04]}","{0.185: [0.25, 0.014, 0.269, 0.087, 0.207, 0.0]}",0,"(3.0, 1.0)",3.985,0,"(3.0, 1.0)",3.985,1,"(3.3, 0.9)",4.179,2,"(3.6, 0.8)",4.386,3,"(3.9, 0.7)",4.607,4,"(4.2, 0.6)",4.837,5,"(4.5, 0.5)",5.077,6,"(4.8, 0.4)",5.325,7,"(5.1, 0.3)",5.58,8,"(5.4, 0.2)",5.841,9,"(5.7, 0.1)",6.107
E,B,D,"[5, 3.3]","[-57, -62, -67, -73, -74, -89]","{0.889: [0.174, 0.409, 0.0, 0.46, 0.138, 0.679]}","{0.33: [0.5, 0.127, 0.13, 0.014, 0.108, 0.187]}","{0.314: [0.186, 0.046, 0.193, 0.177, 0.194, 0.413]}",0,"(1.0, 3.0)",4.011,0,"(1.0, 3.0)",4.011,1,"(0.9, 3.3)",4.1,2,"(0.8, 3.6)",4.211,3,"(0.7, 3.9)",4.342,4,"(0.6, 4.2)",4.491,5,"(0.5, 4.5)",4.657,6,"(0.4, 4.8)",4.838,7,"(0.3, 5.1)",5.033,8,"(0.2, 5.4)",5.239,9,"(0.1, 5.7)",5.456
E,B,A,"[0.2, 5.8]","[-54, -60, -65, -63, -78, -75]","{0.46: [0.217, 0.364, 0.03, 0.26, 0.2, 0.415]}","{0.251: [0.421, 0.155, 0.156, 0.149, 0.06, 0.0]}","{0.248: [0.289, 0.178, 0.25, 0.212, 0.152, 0.042]}",0,"(3.0, 1.0)",5.557,0,"(3.0, 1.0)",5.557,1,"(3.3, 0.9)",5.798,2,"(3.6, 0.8)",6.046,3,"(3.9, 0.7)",6.301,4,"(4.2, 0.6)",6.56,5,"(4.5, 0.5)",6.825,6,"(4.8, 0.4)",7.094,7,"(5.1, 0.3)",7.366,8,"(5.4, 0.2)",7.642,9,"(5.7, 0.1)",7.921
E,B,A,"[1.8, 0.3]","[-56, -63, -68, -68, -70, -73]","{0.5: [0.188, 0.432, 0.015, 0.36, 0.077, 0.377]}","{0.285: [0.474, 0.113, 0.117, 0.081, 0.157, 0.027]}","{0.262: [0.263, 0.137, 0.308, 0.15, 0.239, 0.014]}",0,"(3.0, 1.0)",1.389,0,"(3.0, 1.0)",1.389,1,"(3.3, 0.9)",1.616,2,"(3.6, 0.8)",1.868,3,"(3.9, 0.7)",2.138,4,"(4.2, 0.6)",2.419,5,"(4.5, 0.5)",2.707,6,"(4.8, 0.4)",3.002,7,"(5.1, 0.3)",3.3,8,"(5.4, 0.2)",3.601,9,"(5.7, 0.1)",3.905
E,A,C,"[1.2, 4.1]","[-51, -64, -71, -74, -74, -76]","{0.716: [0.261, 0.455, 0.06, 0.48, 0.138, 0.434]}","{0.303: [0.329, 0.123, 0.365, 0.075, 0.196, 0.056]}","{0.241: [0.407, 0.059, 0.0, 0.156, 0.138, 0.169]}",0,"(5.0, 3.0)",3.956,0,"(5.0, 3.0)",3.956,1,"(5.1, 3.3)",3.981,2,"(5.2, 3.6)",4.031,3,"(5.3, 3.9)",4.105,4,"(5.4, 4.2)",4.201,5,"(5.5, 4.5)",4.319,6,"(5.6, 4.8)",4.455,7,"(5.7, 5.1)",4.61,8,"(5.8, 5.4)",4.78,9,"(5.9, 5.7)",4.965
E,B,D,"[3.9, 1.9]","[-64, -72, -65, -76, -78, -73]","{0.862: [0.072, 0.636, 0.03, 0.52, 0.2, 0.377]}","{0.498: [0.684, 0.014, 0.156, 0.027, 0.06, 0.027]}","{0.209: [0.086, 0.108, 0.217, 0.226, 0.258, 0.159]}",0,"(1.0, 3.0)",3.102,0,"(1.0, 3.0)",3.102,1,"(0.9, 3.3)",3.311,2,"(0.8, 3.6)",3.536,3,"(0.7, 3.9)",3.774,4,"(0.6, 4.2)",4.022,5,"(0.5, 4.5)",4.28,6,"(0.4, 4.8)",4.545,7,"(0.3, 5.1)",4.817,8,"(0.2, 5.4)",5.093,9,"(0.1, 5.7)",5.374
E,B,A,"[0.2, 5.8]","[-54, -61, -63, -62, -76, -76]","{0.475: [0.217, 0.386, 0.06, 0.24, 0.169, 0.434]}","{0.263: [0.421, 0.141, 0.182, 0.162, 0.084, 0.013]}","{0.24: [0.289, 0.164, 0.212, 0.225, 0.174, 0.056]}",0,"(3.0, 1.0)",5.557,0,"(3.0, 1.0)",5.557,1,"(3.3, 0.9)",5.798,2,"(3.6, 0.8)",6.046,3,"(3.9, 0.7)",6.301,4,"(4.2, 0.6)",6.56,5,"(4.5, 0.5)",6.825,6,"(4.8, 0.4)",7.094,7,"(5.1, 0.3)",7.366,8,"(5.4, 0.2)",7.642,9,"(5.7, 0.1)",7.921
E,B,A,"[4.9, 5]","[-54, -54, -65, -74, -74, -78]","{0.572: [0.217, 0.227, 0.03, 0.48, 0.138, 0.472]}","{0.272: [0.421, 0.239, 0.156, 0.0, 0.108, 0.04]}","{0.27: [0.372, 0.206, 0.085, 0.156, 0.138, 0.2]}",7,"(5.1, 5.1)",0.224,0,"(3.0, 3.0)",2.759,1,"(3.3, 3.3)",2.335,2,"(3.6, 3.6)",1.91,3,"(3.9, 3.9)",1.487,4,"(4.2, 4.2)",1.063,5,"(4.5, 4.5)",0.64,6,"(4.8, 4.8)",0.224,7,"(5.1, 5.1)",0.224,8,"(5.4, 5.4)",0.64,9,"(5.7, 5.7)",1.063
E,A,B,"[4.6, 2.2]","[-62, -65, -68, -70, -73, -79]","{0.654: [0.101, 0.477, 0.015, 0.4, 0.123, 0.491]}","{0.44: [0.632, 0.085, 0.117, 0.054, 0.12, 0.053]}","{0.209: [0.184, 0.11, 0.308, 0.125, 0.207, 0.097]}",4,"(4.2, 0.6)",1.649,0,"(3.0, 1.0)",2.0,1,"(3.3, 0.9)",1.838,2,"(3.6, 0.8)",1.72,3,"(3.9, 0.7)",1.655,4,"(4.2, 0.6)",1.649,5,"(4.5, 0.5)",1.703,6,"(4.8, 0.4)",1.811,7,"(5.1, 0.3)",1.965,8,"(5.4, 0.2)",2.154,9,"(5.7, 0.1)",2.371
E,B,A,"[2.2, 3]","[-52, -62, -61, -66, -69, -76]","{0.53: [0.246, 0.409, 0.09, 0.32, 0.062, 0.434]}","{0.249: [0.316, 0.151, 0.173, 0.175, 0.25, 0.056]}","{0.235: [0.368, 0.127, 0.208, 0.108, 0.169, 0.013]}",0,"(3.0, 1.0)",2.154,0,"(3.0, 1.0)",2.154,1,"(2.7, 0.9)",2.159,2,"(2.4, 0.8)",2.209,3,"(2.1, 0.7)",2.302,4,"(1.8, 0.6)",2.433,5,"(1.5, 0.5)",2.596,6,"(1.2, 0.4)",2.786,7,"(0.9, 0.3)",2.997,8,"(0.6, 0.2)",3.225,9,"(0.3, 0.1)",3.467
E,B,A,"[5.8, 2.4]","[-63, -65, -67, -67, -70, -73]","{0.5: [0.087, 0.477, 0.0, 0.34, 0.077, 0.377]}","{0.492: [0.658, 0.085, 0.13, 0.095, 0.157, 0.027]}","{0.208: [0.171, 0.11, 0.288, 0.163, 0.239, 0.014]}",7,"(5.1, 0.3)",2.214,0,"(3.0, 1.0)",3.13,1,"(3.3, 0.9)",2.915,2,"(3.6, 0.8)",2.72,3,"(3.9, 0.7)",2.55,4,"(4.2, 0.6)",2.408,5,"(4.5, 0.5)",2.302,6,"(4.8, 0.4)",2.236,7,"(5.1, 0.3)",2.214,8,"(5.4, 0.2)",2.236,9,"(5.7, 0.1)",2.302
E,D,C,"[3.7, 4.9]","[-52, -58, -62, -69, -74, -85]","{0.696: [0.246, 0.318, 0.075, 0.38, 0.138, 0.604]}","{0.315: [0.257, 0.108, 0.253, 0.113, 0.194, 0.349]}","{0.314: [0.395, 0.147, 0.127, 0.078, 0.138, 0.308]}",2,"(3.6, 5.2)",0.316,0,"(3.0, 5.0)",0.707,1,"(3.3, 5.1)",0.447,2,"(3.6, 5.2)",0.316,3,"(3.9, 5.3)",0.447,4,"(4.2, 5.4)",0.707,5,"(4.5, 5.5)",1.0,6,"(4.8, 5.6)",1.304,7,"(5.1, 5.7)",1.612,8,"(5.4, 5.8)",1.924,9,"(5.7, 5.9)",2.236
E,B,A,"[3.05, 4.3]","[-53, -52, -61, -62, -66, -81]","{0.432: [0.232, 0.182, 0.09, 0.24, 0.015, 0.528]}","{0.352: [0.303, 0.288, 0.173, 0.225, 0.283, 0.125]}","{0.345: [0.395, 0.268, 0.208, 0.162, 0.205, 0.08]}",0,"(3.0, 1.0)",3.3,0,"(3.0, 1.0)",3.3,1,"(2.7, 0.9)",3.418,2,"(2.4, 0.8)",3.56,3,"(2.1, 0.7)",3.723,4,"(1.8, 0.6)",3.905,5,"(1.5, 0.5)",4.104,6,"(1.2, 0.4)",4.317,7,"(0.9, 0.3)",4.541,8,"(0.6, 0.2)",4.776,9,"(0.3, 0.1)",5.02
E,B,A,"[1.8, 3.2]","[-55, -59, -64, -64, -74, -71]","{0.372: [0.203, 0.341, 0.045, 0.28, 0.138, 0.34]}","{0.291: [0.447, 0.169, 0.169, 0.135, 0.108, 0.053]}","{0.244: [0.276, 0.192, 0.231, 0.2, 0.196, 0.014]}",0,"(3.0, 1.0)",2.506,0,"(3.0, 1.0)",2.506,1,"(3.3, 0.9)",2.746,2,"(3.6, 0.8)",3.0,3,"(3.9, 0.7)",3.265,4,"(4.2, 0.6)",3.538,5,"(4.5, 0.5)",3.818,6,"(4.8, 0.4)",4.104,7,"(5.1, 0.3)",4.393,8,"(5.4, 0.2)",4.686,9,"(5.7, 0.1)",4.982
E,B,D,"[4.9, 4.2]","[-57, -58, -59, -70, -71, -75]","{0.485: [0.174, 0.318, 0.119, 0.4, 0.092, 0.415]}","{0.362: [0.5, 0.183, 0.234, 0.054, 0.145, 0.0]}","{0.206: [0.337, 0.147, 0.169, 0.094, 0.092, 0.154]}",5,"(4.5, 4.5)",0.5,0,"(3.0, 3.0)",2.247,1,"(3.3, 3.3)",1.836,2,"(3.6, 3.6)",1.432,3,"(3.9, 3.9)",1.044,4,"(4.2, 4.2)",0.7,5,"(4.5, 4.5)",0.5,6,"(4.8, 4.8)",0.608,7,"(5.1, 5.1)",0.922,8,"(5.4, 5.4)",1.3,9,"(5.7, 5.7)",1.7
E,B,A,"[4.5, 1.5]","[-60, -62, -66, -65, -73, -75]","{0.461: [0.13, 0.409, 0.015, 0.3, 0.123, 0.415]}","{0.4: [0.579, 0.127, 0.143, 0.122, 0.12, 0.0]}","{0.22: [0.211, 0.151, 0.269, 0.188, 0.207, 0.042]}",4,"(4.2, 0.6)",0.949,0,"(3.0, 1.0)",1.581,1,"(3.3, 0.9)",1.342,2,"(3.6, 0.8)",1.14,3,"(3.9, 0.7)",1.0,4,"(4.2, 0.6)",0.949,5,"(4.5, 0.5)",1.0,6,"(4.8, 0.4)",1.14,7,"(5.1, 0.3)",1.342,8,"(5.4, 0.2)",1.581,9,"(5.7, 0.1)",1.844
E,B,A,"[2.1, 4.3]","[-56, -58, -64, -69, -70, -76]","{0.476: [0.188, 0.318, 0.045, 0.38, 0.077, 0.434]}","{0.317: [0.474, 0.183, 0.169, 0.068, 0.157, 0.013]}","{0.243: [0.263, 0.205, 0.231, 0.138, 0.239, 0.056]}",0,"(3.0, 1.0)",3.421,0,"(3.0, 1.0)",3.421,1,"(3.3, 0.9)",3.606,2,"(3.6, 0.8)",3.808,3,"(3.9, 0.7)",4.025,4,"(4.2, 0.6)",4.254,5,"(4.5, 0.5)",4.494,6,"(4.8, 0.4)",4.743,7,"(5.1, 0.3)",5.0,8,"(5.4, 0.2)",5.263,9,"(5.7, 0.1)",5.532
E,A,C,"[2.2, 3]","[-48, -65, -60, -66, -72, -71]","{0.561: [0.304, 0.477, 0.104, 0.32, 0.108, 0.34]}","{0.249: [0.368, 0.11, 0.154, 0.175, 0.217, 0.014]}","{0.242: [0.442, 0.044, 0.155, 0.031, 0.108, 0.092]}",0,"(5.0, 3.0)",2.8,0,"(5.0, 3.0)",2.8,1,"(5.1, 3.3)",2.915,2,"(5.2, 3.6)",3.059,3,"(5.3, 3.9)",3.228,4,"(5.4, 4.2)",3.418,5,"(5.5, 4.5)",3.625,6,"(5.6, 4.8)",3.847,7,"(5.7, 5.1)",4.082,8,"(5.8, 5.4)",4.327,9,"(5.9, 5.7)",4.58
E,D,B,"[0.2, 3.9]","[-68, -65, -64, -70, -76, -76]","{0.669: [0.789, 0.085, 0.169, 0.054, 0.084, 0.013]}","{0.607: [0.014, 0.477, 0.045, 0.4, 0.169, 0.434]}","{0.163: [0.029, 0.0, 0.229, 0.129, 0.226, 0.206]}",3,"(0.7, 3.9)",0.5,0,"(1.0, 3.0)",1.204,1,"(0.9, 3.3)",0.922,2,"(0.8, 3.6)",0.671,3,"(0.7, 3.9)",0.5,4,"(0.6, 4.2)",0.5,5,"(0.5, 4.5)",0.671,6,"(0.4, 4.8)",0.922,7,"(0.3, 5.1)",1.204,8,"(0.2, 5.4)",1.5,9,"(0.1, 5.7)",1.803
E,D,C,"[4.9, 5]","[-53, -57, -65, -74, -79, -80]","{0.677: [0.232, 0.295, 0.03, 0.48, 0.215, 0.509]}","{0.307: [0.243, 0.123, 0.217, 0.194, 0.274, 0.27]}","{0.303: [0.384, 0.162, 0.085, 0.156, 0.215, 0.231]}",6,"(4.8, 5.6)",0.608,0,"(3.0, 5.0)",1.9,1,"(3.3, 5.1)",1.603,2,"(3.6, 5.2)",1.315,3,"(3.9, 5.3)",1.044,4,"(4.2, 5.4)",0.806,5,"(4.5, 5.5)",0.64,6,"(4.8, 5.6)",0.608,7,"(5.1, 5.7)",0.728,8,"(5.4, 5.8)",0.943,9,"(5.7, 5.9)",1.204
E,A,B,"[0.2, 3.1]","[-62, -65, -70, -79, -73, -80]","{0.85: [0.101, 0.477, 0.045, 0.58, 0.123, 0.509]}","{0.437: [0.632, 0.085, 0.091, 0.068, 0.12, 0.067]}","{0.221: [0.184, 0.11, 0.346, 0.013, 0.207, 0.111]}",0,"(3.0, 1.0)",3.5,0,"(3.0, 1.0)",3.5,1,"(3.3, 0.9)",3.801,2,"(3.6, 0.8)",4.105,3,"(3.9, 0.7)",4.41,4,"(4.2, 0.6)",4.717,5,"(4.5, 0.5)",5.025,6,"(4.8, 0.4)",5.334,7,"(5.1, 0.3)",5.644,8,"(5.4, 0.2)",5.954,9,"(5.7, 0.1)",6.265
E,D,C,"[5.5, 5.4]","[-50, -63, -70, -75, -80, -79]","{0.809: [0.275, 0.432, 0.045, 0.5, 0.231, 0.491]}","{0.31: [0.419, 0.074, 0.014, 0.172, 0.231, 0.215]}","{0.301: [0.286, 0.031, 0.157, 0.21, 0.29, 0.254]}",0,"(3.0, 5.0)",2.532,0,"(3.0, 5.0)",2.532,1,"(2.7, 5.1)",2.816,2,"(2.4, 5.2)",3.106,3,"(2.1, 5.3)",3.401,4,"(1.8, 5.4)",3.7,5,"(1.5, 5.5)",4.001,6,"(1.2, 5.6)",4.305,7,"(0.9, 5.7)",4.61,8,"(0.6, 5.8)",4.916,9,"(0.3, 5.9)",5.224
E,B,D,"[5.5, 3]","[-62, -63, -64, -73, -78, -86]","{0.839: [0.101, 0.432, 0.045, 0.46, 0.2, 0.623]}","{0.467: [0.632, 0.113, 0.169, 0.014, 0.06, 0.147]}","{0.297: [0.114, 0.031, 0.229, 0.177, 0.258, 0.365]}",0,"(1.0, 3.0)",4.5,0,"(1.0, 3.0)",4.5,1,"(0.9, 3.3)",4.61,2,"(0.8, 3.6)",4.738,3,"(0.7, 3.9)",4.884,4,"(0.6, 4.2)",5.045,5,"(0.5, 4.5)",5.22,6,"(0.4, 4.8)",5.408,7,"(0.3, 5.1)",5.608,8,"(0.2, 5.4)",5.818,9,"(0.1, 5.7)",6.037
E,D,B,"[1.1, 1.1]","[-61, -73, -75, -78, -80, -81]","{1.107: [0.116, 0.659, 0.119, 0.56, 0.231, 0.528]}","{0.378: [0.605, 0.028, 0.026, 0.054, 0.036, 0.08]}","{0.274: [0.129, 0.123, 0.096, 0.258, 0.29, 0.286]}",0,"(1.0, 3.0)",1.903,0,"(1.0, 3.0)",1.903,1,"(0.9, 3.3)",2.209,2,"(0.8, 3.6)",2.518,3,"(0.7, 3.9)",2.828,4,"(0.6, 4.2)",3.14,5,"(0.5, 4.5)",3.453,6,"(0.4, 4.8)",3.766,7,"(0.3, 5.1)",4.079,8,"(0.2, 5.4)",4.393,9,"(0.1, 5.7)",4.707
E,B,A,"[5.5, 4.5]","[-56, -61, -67, -69, -76, -76]","{0.545: [0.188, 0.386, 0.0, 0.38, 0.169, 0.434]}","{0.274: [0.474, 0.141, 0.13, 0.068, 0.084, 0.013]}","{0.231: [0.263, 0.164, 0.288, 0.138, 0.174, 0.056]}",4,"(4.2, 0.6)",4.111,0,"(3.0, 1.0)",4.301,1,"(3.3, 0.9)",4.219,2,"(3.6, 0.8)",4.159,3,"(3.9, 0.7)",4.123,4,"(4.2, 0.6)",4.111,5,"(4.5, 0.5)",4.123,6,"(4.8, 0.4)",4.159,7,"(5.1, 0.3)",4.219,8,"(5.4, 0.2)",4.301,9,"(5.7, 0.1)",4.405
E,B,A,"[1.8, 4.8]","[-56, -75, -65, -73, -69, -72]","{0.877: [0.188, 0.705, 0.03, 0.46, 0.062, 0.358]}","{0.283: [0.474, 0.056, 0.156, 0.014, 0.169, 0.04]}","{0.202: [0.263, 0.027, 0.25, 0.087, 0.25, 0.0]}",0,"(3.0, 1.0)",3.985,0,"(3.0, 1.0)",3.985,1,"(3.3, 0.9)",4.179,2,"(3.6, 0.8)",4.386,3,"(3.9, 0.7)",4.607,4,"(4.2, 0.6)",4.837,5,"(4.5, 0.5)",5.077,6,"(4.8, 0.4)",5.325,7,"(5.1, 0.3)",5.58,8,"(5.4, 0.2)",5.841,9,"(5.7, 0.1)",6.107
E,B,A,"[5.8, 2.4]","[-62, -64, -67, -67, -69, -74]","{0.494: [0.101, 0.455, 0.0, 0.34, 0.062, 0.396]}","{0.464: [0.632, 0.099, 0.13, 0.095, 0.169, 0.013]}","{0.222: [0.184, 0.123, 0.288, 0.163, 0.25, 0.028]}",7,"(5.1, 0.3)",2.214,0,"(3.0, 1.0)",3.13,1,"(3.3, 0.9)",2.915,2,"(3.6, 0.8)",2.72,3,"(3.9, 0.7)",2.55,4,"(4.2, 0.6)",2.408,5,"(4.5, 0.5)",2.302,6,"(4.8, 0.4)",2.236,7,"(5.1, 0.3)",2.214,8,"(5.4, 0.2)",2.236,9,"(5.7, 0.1)",2.302
